Name,Identity,Type,Sex,Eye Color,Hair Color,Appearances,First Appearance,Studio
Bulletdog,New Earth,Good,Male,Black,Brown,1,2006,DC
Erik Hanson,New Earth,Bad,Male,Blue,Blond,1,2006,DC
Esteban of the Posse,New Earth,Neutral,Male,Brown,Black,1,2006,DC
Lady Liberty III,New Earth,Good,Female,Green,Red,1,2006,DC
Lance Harrower,New Earth,Neutral,Male,Blue,Blond,1,2006,DC
Mickey the Mouse,New Earth,Good,Male,Black,White,1,2006,DC
Mother Zed,New Earth,Good,Female,Brown,Black,1,2006,DC
Shirea Vaas,New Earth,Good,Female,Green,Black,1,2006,DC
Suli Stellamaris,New Earth,Neutral,Female,Black,Black,1,2006,DC
Terri Thirteen,New Earth,Good,Female,Brown,Black,1,2006,DC
Uglyhead,New Earth,Bad,Male,Black,Black,1,2006,DC
Ahmed Samsarra,New Earth,Good,Male,Brown,Brown,1,2005,DC
Antonio Silencio,New Earth,Neutral,Male,Black,Black,1,2005,DC
Captain,New Earth,Good,Male,Black,Black,1,2005,DC
Debra Sinclair,New Earth,Neutral,Female,Blue,Black,1,2005,DC
Ebeneezer Badde,New Earth,Bad,Male,Black,Black,1,2005,DC
High-Rise,New Earth,Bad,Male,Black,Black,1,2005,DC
Oksana Verchenko,New Earth,Good,Female,Blue,Blond,1,2005,DC
Patricia Grace-Colby,New Earth,Good,Female,Brown,Brown,1,2005,DC
Soapy,New Earth,Neutral,Male,Brown,Black,1,2005,DC
Tech-Fu,New Earth,Good,Male,Black,Black,1,2005,DC
White Willow,New Earth,Bad,Female,Blue,Blond,1,2005,DC
Precious,New Earth,Bad,Female,Green,Red,1,2004,DC
Althea,New Earth,Good,Female,Brown,Brown,1,2003,DC
Amok,New Earth,Bad,Male,Black,Black,1,2003,DC
Catalyn,New Earth,Good,Female,Brown,Brown,1,2003,DC
Dennap,New Earth,Good,Female,Blue,White,1,2003,DC
Rudyon,New Earth,Good,Male,Blue,Red,1,2003,DC
David DeVille,New Earth,Bad,Male,Blue,Blond,1,2002,DC
King of Spades IV,New Earth,Bad,Male,Black,Blond,1,2002,DC
Meat Cleaver,New Earth,Bad,Male,Green,Brown,1,2002,DC
Marge Dover,New Earth,Good,Female,Blue,Blond,1,2001,DC
Mudge,New Earth,Bad,Male,Brown,Brown,1,2001,DC
Oya,New Earth,Good,Female,Brown,Black,1,2001,DC
Sirius,New Earth,Neutral,Male,Yellow,Red,1,2001,DC
Duran,New Earth,Bad,Male,Brown,Black,1,2000,DC
El Lobizon,New Earth,Good,Male,Black,Brown,1,2000,DC
Lakutha,New Earth,Neutral,Male,Brown,Brown,1,2000,DC
Metalhead II,New Earth,Bad,Male,Brown,Red,1,2000,DC
Rosemary Fields,New Earth,Good,Female,Blue,Red,1,2000,DC
Bobby Gazzo,New Earth,Bad,Male,Brown,Brown,1,1999,DC
Buzzword,New Earth,Bad,Female,White,Blond,1,1999,DC
Cythonna,New Earth,Bad,Female,White,White,1,1999,DC
Echielias,New Earth,Good,Male,Red,Grey,1,1999,DC
Gorbzil Mammit,New Earth,Good,Male,Hazel,Black,1,1999,DC
Heraphon,New Earth,Good,Male,Red,Grey,1,1999,DC
Illuminata,New Earth,Bad,Female,Green,Blond,1,1999,DC
Rrall,New Earth,Good,Male,Red,Grey,1,1999,DC
Tora,New Earth,Bad,Female,Brown,Black,1,1999,DC
Vestina,New Earth,Good,Female,Brown,Black,1,1999,DC
Acidia,New Earth,Bad,Female,Red,Blond,1,1998,DC
Becky Albright,New Earth,Good,Female,Hazel,Brown,1,1998,DC
Carnivore,New Earth,Bad,Male,Red,Black,1,1998,DC
Kid Emotion,New Earth,Good,Male,Brown,Brown,1,1998,DC
Michael Patten,New Earth,Bad,Male,Brown,Brown,1,1998,DC
Prom Queen,New Earth,Bad,Female,Brown,Black,1,1998,DC
Rip Roar,New Earth,Bad,Male,Red,Strawberry Blond,1,1998,DC
Ariadne of the Blue Guard,New Earth,Good,Female,Blue,Black,1,1997,DC
David Mancini,New Earth,Bad,Male,Blue,Blond,1,1997,DC
Earl Povich,New Earth,Bad,Male,Blue,Black,1,1997,DC
Hoppy,New Earth,Good,Male,Blue,Pink,1,1997,DC
Isaac Fisher,New Earth,Bad,Male,Brown,Black,1,1997,DC
Jasper Dolan,New Earth,Neutral,Male,Blue,Grey,1,1997,DC
Mawu,New Earth,Neutral,Female,Brown,Black,1,1997,DC
Millie,New Earth,Good,Female,Blue,Pink,1,1997,DC
Mister Finish,New Earth,Bad,Male,Red,Brown,1,1997,DC
Mister Frost,New Earth,Bad,Male,Red,White,1,1997,DC
Peter Ostine,New Earth,Bad,Male,Brown,Brown,1,1997,DC
Richard Malverne,New Earth,Neutral,Male,Blue,Red,1,1997,DC
Twilight II,New Earth,Bad,Female,Blue,White,1,1997,DC
Arashi Ohashi,New Earth,Good,Female,Brown,Black,1,1996,DC
Poltergeist,New Earth,Bad,Male,Blue,Black,1,1996,DC
Richard Daniel,New Earth,Bad,Male,Blue,Brown,1,1996,DC
Wallace Johnson,New Earth,Good,Male,Brown,Black,1,1996,DC
Chillblaine III,New Earth,Bad,Male,Blue,Brown,1,1995,DC
Clay Irons,New Earth,Good,Male,Brown,Black,1,1995,DC
Kalibre,New Earth,Neutral,Male,Blue,Black,1,1995,DC
Miles Duncan,New Earth,Good,Male,Blue,Black,1,1995,DC
Percival Pill,New Earth,Good,Male,Black,Black,1,1995,DC
Pierce I,New Earth,Bad,Female,Brown,Brown,1,1995,DC
Steven Kernahan,New Earth,Bad,Male,Blue,Brown,1,1995,DC
Backstabber,New Earth,Bad,Male,Blue,Brown,1,1994,DC
Mala of Bana-Mighdall,New Earth,Good,Female,Blue,Brown,1,1994,DC
Mark Armstrong,New Earth,Good,Male,Green,Brown,1,1994,DC
Shellgame,New Earth,Bad,Female,Blue,Black,1,1994,DC
Stiletta,New Earth,Bad,Female,Green,Brown,1,1994,DC
Luke Hames,New Earth,Good,Male,Blue,Blond,1,1993,DC
Marauder I,New Earth,Bad,Female,Green,Red,1,1993,DC
Perry Dennison,New Earth,Bad,Male,Black,Black,1,1993,DC
Darthartheen,New Earth,Bad,Female,Brown,Brown,1,1992,DC
Dawlakispokpok,New Earth,Bad,Male,Blue,White,1,1992,DC
Jon Kennedy Payne,New Earth,Bad,Male,Blue,Blond,1,1992,DC
Stanislaus Johns,New Earth,Bad,Male,Blue,White,1,1992,DC
Thwarcharchura,New Earth,Bad,Female,Brown,Brown,1,1992,DC
Amaya,New Earth,Bad,Female,Blue,Black,1,1991,DC
Angst,New Earth,Bad,Male,Red,Black,1,1991,DC
Cursor,New Earth,Bad,Female,Brown,Black,1,1991,DC
Julie Crystal,New Earth,Bad,Female,Blue,Blond,1,1991,DC
Julius Barrow,New Earth,Bad,Male,Brown,Black,1,1991,DC
Lyana,New Earth,Bad,Female,Brown,Black,1,1991,DC
Marita,New Earth,Bad,Female,Brown,Black,1,1991,DC
Paradox,New Earth,Bad,Male,Red,White,1,1991,DC
Priscilla Stryker,New Earth,Bad,Female,Blue,Blond,1,1991,DC
Shalir,New Earth,Bad,Female,Brown,Brown,1,1991,DC
Sigyn,New Earth,Neutral,Male,White,White,1,1991,DC
Britton,New Earth,Neutral,Male,Brown,Brown,1,1990,DC
Maia,New Earth,Neutral,Female,Blue,Brown,1,1990,DC
Miss Tribb,New Earth,Neutral,Female,Red,Black,1,1990,DC
Morisca,New Earth,Good,Female,Brown,Red,1,1990,DC
Noor Harjavti,New Earth,Bad,Female,Brown,Black,1,1990,DC
Poet II,New Earth,Bad,Male,Brown,Blond,1,1990,DC
Rajar,New Earth,Good,Male,Black,Brown,1,1990,DC
Stearn,New Earth,Good,Male,Blue,White,1,1990,DC
Thorne,New Earth,Good,Male,Grey,Grey,1,1990,DC
Ana\u00efs Arcane,New Earth,Good,Female,Blue,White,1,1989,DC
Carya,New Earth,Good,Female,Brown,Black,1,1989,DC
Cyndy Kurahara,New Earth,Good,Female,Black,Black,1,1989,DC
Grover Baines,New Earth,Good,Male,Brown,Brown,1,1989,DC
Inada Akatsu,New Earth,Good,Male,Black,Black,1,1989,DC
Rodan Katatami,New Earth,Good,Male,Black,Black,1,1989,DC
Syra,New Earth,Good,Female,Hazel,Blond,1,1989,DC
Abe Crane,New Earth,Good,Male,Brown,Black,1,1988,DC
Abednego Danner,New Earth,Neutral,Male,Blue,Black,1,1988,DC
Margaret Thatcher,New Earth,Bad,Female,Brown,Brown,1,1988,DC
Snowflame,New Earth,Bad,Male,Black,White,1,1988,DC
Ellie Mae Skaggs,New Earth,Bad,Female,Blue,Blond,1,1987,DC
John Charles Collins,New Earth,Bad,Male,Black,Black,1,1987,DC
Nyra,New Earth,Bad,Female,Brown,Black,1,1987,DC
Quinlan,New Earth,Bad,Male,Blue,Grey,1,1987,DC
Sunspot,New Earth,Bad,Male,Black,Brown,1,1987,DC
Ten-R,New Earth,Good,Male,Blue,Black,1,1987,DC
William Roberts,New Earth,Bad,Male,Brown,Brown,1,1987,DC
Bizarro I,New Earth,Neutral,Male,Blue,Black,1,1986,DC
Elvira,New Earth,Neutral,Female,Black,Black,1,1986,DC
Lucifer,New Earth,Bad,Male,Red,Black,1,1986,DC
Steven Brockman,New Earth,Bad,Male,Black,Brown,1,1986,DC
Xavier Purvis,New Earth,Bad,Male,Blue,Blond,1,1986,DC
Lady Aquamarine,New Earth,Bad,Female,Black,Grey,1,1985,DC
Phineas Quayle,New Earth,Bad,Male,Blue,White,1,1985,DC
Brighteyes,New Earth,Good,Male,Yellow,Blue,1,1984,DC
Frederick Delmar,New Earth,Bad,Male,Blue,Brown,1,1984,DC
Juju,New Earth,Good,Female,Yellow,Black,1,1984,DC
Aurora,Earth-One,Bad,Female,Blue,Black,1,1983,DC
Ranakar,New Earth,Good,Male,Blue,White,1,1983,DC
Slasher,New Earth,Bad,Female,Brown,Black,1,1983,DC
Tsunami,New Earth,Bad,Female,Green,Black,1,1982,DC
Charles Ralston,Earth-One,Neutral,Male,Brown,Black,1,1981,DC
Harold Kramer,Earth-One,Bad,Male,Red,Brown,1,1981,DC
Thomas Quigley,Earth-One,Bad,Male,Blue,Brown,1,1981,DC
Jaime Sanchez,New Earth,Bad,Male,Brown,Black,1,1979,DC
Alvin Pierce,New Earth,Good,Male,Brown,Black,1,1978,DC
Victor Christianson,New Earth,Neutral,Male,Blue,Brown,1,1978,DC
Darklight,New Earth,Bad,Female,Black,Black,1,1977,DC
Achille Destinee,New Earth,Bad,Male,Black,White,1,1975,DC
Stanga,New Earth,Good,Male,Black,White,1,1972,DC
Sif,New Earth,Good,Female,Blue,Blond,1,1967,DC
Huntress,"O.G.R.E.,New Earth",Bad,Female,Blue,Brown,1,1966,DC
Zedabon Zarr,New Earth,Bad,Male,Black,Red,1,1966,DC
William Magnus,"robot,New Earth",Bad,Male,Blue,Brown,1,1963,DC
Boka,New Earth,Good,Female,Hazel,Black,1,1962,DC
Jeffrey Graham,New Earth,Good,Male,Blue,Blond,1,1951,DC
Green Arrow,Oliver Queen,Good,Male,Green,Blond,1,1941,DC
Robert Mason,New Earth,Neutral,Male,Black,Black,1,1941,DC
Spider-Man,Peter Parker,Good,Male,Hazel,Brown,4043,1962,Marvel
Captain America,Steven Rogers,Good,Male,Blue,White,3360,1941,Marvel
Wolverine,"James \""Logan\"" Howlett",Neutral,Male,Blue,Black,3061,1974,Marvel
Iron Man,"Anthony \""Tony\"" Stark",Good,Male,Blue,Black,2961,1963,Marvel
Thor,Thor Odinson,Good,Male,Blue,Blond,2258,1950,Marvel
Benjamin Grimm,Earth-616,Good,Male,Blue,No,2255,1961,Marvel
Reed Richards,Earth-616,Good,Male,Brown,Brown,2072,1961,Marvel
Hulk,Robert Bruce Banner,Good,Male,Brown,Brown,2017,1962,Marvel
Scott Summers,Earth-616,Neutral,Male,Brown,Brown,1955,1963,Marvel
Jonathan Storm,Earth-616,Good,Male,Blue,Blond,1934,1961,Marvel
Henry McCoy,Earth-616,Good,Male,Blue,Blue,1825,1963,Marvel
Susan Storm,Earth-616,Good,Female,Blue,Blond,1713,1961,Marvel
Ororo Munroe,Earth-616,Good,Female,Blue,White,1512,1975,Marvel
Clinton Barton,Earth-616,Good,Male,Blue,Blond,1394,1964,Marvel
Matthew Murdock,Earth-616,Good,Male,Blue,Red,1338,1964,Marvel
Stephen Strange,Earth-616,Good,Male,Grey,Black,1307,1963,Marvel
Mary Jane Watson,Earth-616,Good,Female,Green,Red,1304,1965,Marvel
John Jonah Jameson,Earth-616,Neutral,Male,Blue,Black,1266,1963,Marvel
Robert Drake,Earth-616,Good,Male,Brown,Brown,1265,1963,Marvel
Henry Pym,Earth-616,Good,Male,Blue,Blond,1237,1962,Marvel
Charles Xavier,Earth-616,Good,Male,Blue,Bald,1233,1963,Marvel
Warren Worthington III,Earth-616,Good,Male,Blue,Blond,1230,1963,Marvel
Piotr Rasputin,Earth-616,Good,Male,Blue,Black,1162,1975,Marvel
Wanda Maximoff,Earth-616,Good,Female,Green,Brown,1161,1964,Marvel
Nicholas Fury,Earth-616,Neutral,Male,Brown,Brown,1137,1963,Marvel
Janet van Dyne,Earth-616,Good,Female,Blue,Auburn,1120,1963,Marvel
Jean Grey,Earth-616,Good,Female,Green,Red,1107,1963,Marvel
Natalia Romanova,Earth-616,Good,Female,Green,Red,1050,1964,Marvel
Kurt Wagner,Earth-616,Good,Male,Yellow,Blue,1047,1975,Marvel
Vision,Earth-616,Good,Male,Gold,No,1007,1968,Marvel
May Reilly,Earth-616,Good,Female,Blue,Grey,1000,1962,Marvel
Katherine Pryde,Earth-616,Good,Female,Hazel,Brown,886,1980,Marvel
Carol Danvers,Earth-616,Good,Female,Blue,Blond,881,1968,Marvel
Jennifer Walters,Earth-616,Good,Female,Green,Brown,881,1980,Marvel
Emma Frost,Earth-616,Neutral,Female,Blue,Brown,880,1980,Marvel
Frank Castle,Earth-616,Neutral,Male,Blue,Black,878,1974,Marvel
Luke Cage,Earth-616,Good,Male,Brown,Black,856,1972,Marvel
Conan,Earth-616,Neutral,Male,Blue,Black,787,1970,Marvel
Joseph Robertson,Earth-616,Good,Male,Brown,White,752,1967,Marvel
Pietro Maximoff,Earth-616,Good,Male,Blue,Silver,740,1964,Marvel
Hercules,Earth-616,Good,Male,Blue,Brown,725,1965,Marvel
Victor von Doom,Earth-616,Bad,Male,Brown,Brown,721,1962,Marvel
Max Eisenhardt,Earth-616,Neutral,Male,Grey,Bald,709,1963,Marvel
Elizabeth Braddock,Earth-616,Neutral,Female,Blue,Purple,708,1976,Marvel
Norrin Radd,Earth-616,Good,Male,Blue,Bald,696,1966,Marvel
Norman Osborn,Earth-616,Bad,Male,Blue,Auburn,692,1964,Marvel
Eugene Thompson,Earth-616,Good,Male,Blue,Strawberry Blond,689,1962,Marvel
Simon Williams,Earth-616,Good,Male,Red,Grey,686,1964,Marvel
Samuel Guthrie,Earth-616,Good,Male,Blue,Blond,657,1982,Marvel
James Buchanan Barnes,Earth-616,Good,Male,Brown,Brown,641,1941,Marvel
Remy LeBeau,Earth-616,Good,Male,Black,Brown,636,1990,Marvel
Daniel Rand,Earth-616,Good,Male,Blue,Blond,618,1974,Marvel
Nathan Summers,Earth-616,Neutral,Male,Blue,White,612,1986,Marvel
Elizabeth Brant,Earth-616,Good,Female,Brown,Brown,599,1963,Marvel
Richard Jones,Earth-616,Good,Male,Brown,Brown,590,1962,Marvel
Edwin Jarvis,Earth-616,Good,Male,Blue,White,567,1964,Marvel
Alexander Summers,Earth-616,Good,Male,Blue,Blond,558,1969,Marvel
Patricia Walker,Earth-616,Good,Female,Blue,Red,550,1944,Marvel
Human Torch,"Android,Earth-616",Good,Male,Blue,Blond,548,1939,Marvel
Franklin Nelson,Earth-616,Good,Male,Blue,Bald,528,1964,Marvel
Brian Braddock,Earth-616,Good,Male,Blue,Blond,528,1976,Marvel
Otto Octavius,Earth-616,Neutral,Male,Hazel,Brown,526,1963,Marvel
James Rhodes,Earth-616,Good,Male,Brown,Brown,525,1979,Marvel
Timothy Dugan,Earth-616,Good,Male,Blue,Red,517,1963,Marvel
Crystalia Amaquelin,Earth-616,Good,Female,Green,Strawberry Blond,512,1965,Marvel
Samuel Wilson,Earth-616,Good,Male,Brown,Black,512,1969,Marvel
Wilson Fisk,Earth-616,Bad,Male,Blue,Bald,503,1967,Marvel
Odin Borson,Earth-616,Neutral,Male,Blue,White,502,1962,Marvel
Deadpool,Wade Wilson,Neutral,Male,Brown,Bald,500,1991,Marvel
Dane Whitman,Earth-616,Good,Male,Brown,Brown,478,1967,Marvel
Harold Osborn,Earth-616,Good,Male,Blue,Brown,474,1965,Marvel
Franklin Richards,Earth-616,Good,Male,Blue,Blond,473,1968,Marvel
Jessica Drew,Earth-616,Good,Female,Green,Auburn,471,1977,Marvel
Roberto da Costa,Earth-616,Good,Male,Brown,Black,464,1982,Marvel
Rahne Sinclair,Earth-616,Good,Female,Green,Red,448,1982,Marvel
Elizabeth Ross,Earth-616,Good,Female,Blue,Black,446,1962,Marvel
Lorna Dane,Earth-616,Good,Female,Green,Green,433,1968,Marvel
Johnathon Blaze,Earth-616,Good,Male,Blue,Reddish Blond,426,1972,Marvel
Sif,Earth-616,Good,Female,Blue,Black,422,1964,Marvel
Red Hulk,Thaddeus Ross,Neutral,Male,Blue,Black,415,1962,Marvel
Jubilation Lee,Earth-616,Good,Female,Brown,Black,408,1989,Marvel
Volstagg,Earth-616,Good,Male,Blue,Red,406,1965,Marvel
Balder Odinson,Earth-616,Good,Male,Blue,Brown,403,1962,Marvel
Galactus,Earth-616,Neutral,Male,Brown,No,390,1966,Marvel
Danielle Moonstar,Earth-616,Good,Female,Brown,Black,388,1982,Marvel
Marc Spector,Earth-616,Good,Male,Brown,Brown,387,1975,Marvel
Gwendolyne Stacy,Earth-616,Good,Female,Blue,Blond,384,1965,Marvel
Medusalith Amaquelin,Earth-616,Good,Female,Green,Red,382,1965,Marvel
Sabretooth,Victor Creed,Bad,Male,Amber,Blond,382,1977,Marvel
Illyana Rasputina,Earth-616,Neutral,Female,Blue,Blond,380,1975,Marvel
Johann Shmidt,Earth-616,Bad,Male,Blue,Blond,376,1941,Marvel
Fandral,Earth-616,Good,Male,Blue,Blond,375,1965,Marvel
Sean Cassidy,Earth-616,Neutral,Male,Green,Strawberry Blond,374,1967,Marvel
Thomas Raymond,Earth-616,Good,Male,Blue,Black,373,1940,Marvel
Uatu,Earth-616,Good,Male,Blue,Bald,373,1963,Marvel
Richard Rider,Earth-616,Good,Male,Brown,Brown,373,1976,Marvel
Hogun,Earth-616,Good,Male,Grey,Black,371,1965,Marvel
Raven Darkholme,Earth-616,Bad,Female,Yellow,Red,371,1978,Marvel
Barbara Morse,Earth-616,Good,Female,Blue,Blond,368,1971,Marvel
Blackagar Boltagon,Earth-616,Good,Male,Blue,Black,366,1965,Marvel
Brunnhilde,Earth-616,Good,Female,Blue,Blond,361,1970,Marvel
Alison Blaire,Earth-616,Good,Female,Blue,Strawberry Blond,353,1980,Marvel
John Walker,Earth-616,Good,Male,Blue,Blond,346,1986,Marvel
Greer Grant,Earth-616,Good,Female,Green,Black,342,1972,Marvel
Karla Sofen,Earth-616,Neutral,Female,Blue,Blond,340,1975,Marvel
William Baker,Earth-616,Neutral,Male,Brown,Brown,338,1963,Marvel
Sharon Carter,Earth-616,Good,Female,Blue,Blond,332,1966,Marvel
Cain Marko,Earth-616,Neutral,Male,Blue,Red,329,1965,Marvel
Maria Hill,Earth-616,Good,Female,Brown,Black,325,1905,Marvel
Ben Urich,Earth-616,Good,Male,Brown,Brown,324,1978,Marvel
Heather Douglas,Earth-616,Good,Female,Blue,Bald,323,1973,Marvel
James Proudstar,Earth-616,Good,Male,Brown,Black,320,1984,Marvel
Angelica Jones,Earth-616,Good,Female,Green,Red,319,1985,Marvel
Edward Brock,Earth-616,Neutral,Male,Black,Blond,318,1986,Marvel
MacDonald Gargan,Earth-616,Bad,Male,Brown,Bald,317,1964,Marvel
Mephisto,Earth-616,Bad,Male,White,Black,316,1968,Marvel
Tabitha Smith,Earth-616,Good,Female,Blue,Blond,316,1985,Marvel
Jean-Paul Beaubier,Earth-616,Good,Male,Blue,Black,313,1979,Marvel
Daniel Ketch,Earth-616,Neutral,Male,Green,Brown,311,1990,Marvel
Neena Thurman,Earth-616,Good,Female,Blue,Black,310,1992,Marvel
Wong,Earth-616,Good,Male,Brown,Bald,306,1963,Marvel
Thanos,Earth-616,Bad,Male,Red,No,306,1973,Marvel
Shang-Chi,Earth-616,Good,Male,Brown,Black,296,1973,Marvel
Alicia Masters,Earth-616,Good,Female,Brown,Strawberry Blond,293,1962,Marvel
Robert Baldwin,Earth-616,Good,Male,Blue,Blond,293,1988,Marvel
Vance Astrovik,Earth-616,Good,Male,Hazel,Brown,290,1975,Marvel
Wendell Vaughn,Earth-616,Good,Male,Blue,Blond,290,1978,Marvel
Abner Jenkins,Earth-616,Good,Male,Brown,Brown,284,1964,Marvel
Elektra Natchios,Earth-616,Neutral,Female,Blue,Black,280,1981,Marvel
Bullseye,"Lester,Earth-616",Bad,Male,Blue,Blond,277,1976,Marvel
Forge,Earth-616,Good,Male,Brown,Black,276,1984,Marvel
Virginia Potts,Earth-616,Good,Female,Green,Red,274,1963,Marvel
Walter Langkowski,Earth-616,Good,Male,Blue,Blond,273,1979,Marvel
Gorgon,Earth-616,Good,Male,Brown,Brown,272,1965,Marvel
James Madrox,Earth-616,Good,Male,Brown,Brown,271,1975,Marvel
Heimdall,Earth-616,Good,Male,Grey,Brown,270,1962,Marvel
Theresa Cassidy,Earth-616,Good,Female,Green,Red,267,1981,Marvel
Laura Kinney,Earth-616,Good,Female,Green,Black,265,1904,Marvel
Arthur Douglas,Earth-616,Good,Male,Blue,Brown,264,1973,Marvel
Peter Parker,"Ben Reilly,Earth-616",Good,Male,Hazel,Blond,263,1975,Marvel
Warlock,"Technarch,Earth-616",Good,Male,Black,No,261,1984,Marvel
Kevin Plunder,Earth-616,Good,Male,Blue,Blond,260,1965,Marvel
Leonard Samson,Earth-616,Good,Male,Brown,Green,260,1971,Marvel
Melissa Gold,Earth-616,Good,Female,Green,Blond,260,1979,Marvel
Mercedes Knight,Earth-616,Good,Female,Brown,Black,259,1972,Marvel
Moira Kinross,Earth-616,Good,Female,Blue,Brown,259,1975,Marvel
Karnak,Earth-616,Good,Male,Blue,Black,257,1965,Marvel
Namorita Prentiss,Earth-616,Good,Female,Blue,Blond,257,1972,Marvel
Lockjaw,Earth-616,Good,Male,Brown,Brown,255,1965,Marvel
Adam Warlock,Earth-616,Good,Male,White,Gold,252,1967,Marvel
Heather McNeil,Earth-616,Neutral,Female,Green,Red,252,1980,Marvel
Curtis Connors,Earth-616,Neutral,Male,Red,No,250,1963,Marvel
Theodore Sallis,Earth-616,Good,Male,Red,No,249,1971,Marvel
Adrian Toomes,Earth-616,Bad,Male,Hazel,Bald,248,1963,Marvel
Amora,Earth-616,Bad,Female,Green,Blond,247,1964,Marvel
Clea,Earth-616,Good,Female,Blue,White,247,1964,Marvel
Mar-Vell,Earth-616,Good,Male,Blue,Blond,245,1967,Marvel
Eugene Judd,Earth-616,Good,Male,Brown,Bald,245,1983,Marvel
Daimon Hellstrom,Earth-616,Neutral,Male,Red,Red,242,1973,Marvel
John Jonah Jameson III,Earth-616,Good,Male,Brown,Auburn,240,1963,Marvel
Triton,Earth-616,Good,Male,Green,No,240,1965,Marvel
Robert Reynolds,Earth-616,Neutral,Male,Blue,Blond,240,1900,Marvel
Aleksei Sytsevich,Earth-616,Bad,Male,Brown,Brown,239,1966,Marvel
Santo Vaccarro,Earth-616,Good,Male,White,No,238,1903,Marvel
Jonathan Clay,Earth-616,Good,Male,Blue,Red,237,1960,Marvel
Ares,Earth-616,Neutral,Male,Brown,Brown,236,1949,Marvel
Sersi,Earth-616,Good,Female,Blue,Black,236,1976,Marvel
Guido Carosella,Earth-616,Neutral,Male,Brown,Bald,236,1985,Marvel
Zabu,Earth-616,Good,Male,Green,Orange,234,1965,Marvel
Michael Morbius,Earth-616,Neutral,Male,Red,Black,231,1971,Marvel
Julio Richter,Earth-616,Good,Male,Brown,Brown,231,1987,Marvel
Megan Gwynn,Earth-616,Good,Female,Black,Pink,229,1904,Marvel
Kyle Richmond,Earth-616,Good,Male,Brown,Auburn,227,1969,Marvel
Karen Page,Earth-616,Good,Female,Blue,Blond,226,1964,Marvel
Tyrone Johnson,Earth-616,Good,Male,Brown,Black,226,1982,Marvel
Maxwell Dillon,Earth-616,Bad,Male,Blue,Auburn,225,1964,Marvel
Valerie Cooper,Earth-616,Good,Female,Blue,Blond,225,1983,Marvel
Anna May,Earth-616,Good,Female,Blue,White,224,1964,Marvel
Vlad Dracula,Earth-616,Bad,Male,Red,White,223,1951,Marvel
Tandy Bowen,Earth-616,Good,Female,Blue,Blond,222,1982,Marvel
Monet St. Croix,Earth-616,Good,Female,Brown,Black,221,1994,Marvel
Gamora,Earth-616,Neutral,Female,Yellow,Black,218,1975,Marvel
Amara Aquilla,Earth-616,Good,Female,Blue,Blond,217,1983,Marvel
Julia Carpenter,Earth-616,Good,Female,Blue,Strawberry Blond,212,1984,Marvel
Jane Foster,Earth-616,Good,Female,Blue,Brown,211,1962,Marvel
Mortimer Toynbee,Earth-616,Neutral,Male,Black,Brown,210,1964,Marvel
Scott Lang,Earth-616,Good,Male,Blue,Strawberry Blond,209,1979,Marvel
Paige Guthrie,Earth-616,Good,Female,Blue,Blond,207,1984,Marvel
Benjamin Parker,Earth-616,Good,Male,Blue,Brown,205,1962,Marvel
Erik Josten,Earth-616,Good,Male,Brown,Red,204,1965,Marvel
Jeanne-Marie Beaubier,Earth-616,Good,Female,Blue,Black,203,1979,Marvel
Carl Creel,Earth-616,Bad,Male,Blue,Bald,202,1964,Marvel
Michael Twoyoungmen,Earth-616,Good,Male,Brown,Black,200,1979,Marvel
Hope Summers,Earth-616,Good,Female,Green,Red,200,1908,Marvel
Eric Masterson,Earth-616,Good,Male,Blue,Blond,198,1988,Marvel
Alexander Power,Earth-616,Good,Male,Blue,Blond,197,1984,Marvel
Matthew Hawk,Earth-616,Good,Male,Blue,Brown,195,1962,Marvel
Jessica Jones,Earth-616,Good,Female,Brown,Brown,195,1963,Marvel
Frederick Dukes,Earth-616,Bad,Male,Brown,Brown,194,1964,Marvel
Eric Brooks,Earth-616,Good,Male,Brown,Black,194,1973,Marvel
Eros,Earth-616,Good,Male,Blue,Red,193,1973,Marvel
Madison Jeffries,Earth-616,Good,Male,Brown,Black,193,1983,Marvel
Mandarin,Earth-616,Bad,Male,Blue,Black,190,1964,Marvel
The Wizard,Earth-616,Bad,Male,Hazel,Brown,189,1962,Marvel
Akihiro,Earth-616,Bad,Male,Blue,Black,189,1906,Marvel
Sergei Kravinoff,Earth-616,Bad,Male,Brown,Black,188,1964,Marvel
Jonothon Starsmore,Earth-616,Good,Male,Brown,Brown,187,1994,Marvel
Helmut Zemo,Earth-616,Bad,Male,Blue,Blond,184,1973,Marvel
Victor Borkowski,Earth-616,Good,Male,Brown,Black,184,1903,Marvel
Edward Leeds,Earth-616,Neutral,Male,Blue,Brown,181,1964,Marvel
Ultron,Earth-616,Bad,Male,Red,No,181,1968,Marvel
Douglas Ramsey,Earth-616,Good,Male,Blue,Blond,181,1984,Marvel
Quentin Beck,Earth-616,Bad,Male,Blue,Bald,180,1964,Marvel
Herbert Wyndham,Earth-616,Neutral,Male,Brown,Brown,179,1966,Marvel
Julian Keller,Earth-616,Good,Male,Blue,Black,179,1903,Marvel
Jack Russell,Earth-616,Good,Male,Blue,Red,178,1972,Marvel
Celeste Cuckoo,Earth-616,Good,Female,Blue,Blond,177,1901,Marvel
Valentina Allegra de Fontaine,Earth-616,Neutral,Female,Blue,Black,176,1967,Marvel
